时间（年月日时分秒）,传感器,通道,磁场值(nT)
20250120-233802,1,Y,-6603907.4
20250120-233802,1,Z,-2354220.4
20250120-233802,2,X,-7157481.9
20250120-233802,2,Y,+7882018.3
20250120-233802,2,Z,+2029177.8
20250120-233802,3,X,-4877404.2
20250120-233802,3,Y,-6917474.9
20250120-233802,3,Z,-6250953.5
20250120-233802,4,X,-3277459.4
20250120-233802,4,Y,+8742970.5
20250120-233802,4,Z,-4028067.0
20250120-233802,5,X,-14644807.6
20250120-233802,5,Y,-5745685.3
20250120-233802,5,Z,-4554427.3
20250120-233802,6,X,-4975546.6
20250120-233802,6,Y,-5554341.7
20250120-233802,6,Z,+000492.2
20250120-233802,7,X,+038251.3
20250120-233802,7,Y,-1232875.4
20250120-233802,7,Z,-7366973.5
20250120-233802,0,X,-8725838.2
20250120-233802,0,Y,-7426941.5
20250120-233802,0,Z,-6803313.1
20250120-233802,1,X,-8015965.8
20250120-233802,1,Y,-6572607.4
20250120-233802,1,Z,-2372702.3
20250120-233802,2,X,-7150029.5
20250120-233802,2,Y,+7911827.9
20250120-233802,2,Z,+2032456.8
20250120-233802,3,X,-4878298.5
20250120-233802,3,Y,-6926715.9
20250120-233802,3,Z,-6219057.3
20250120-233802,4,X,-3176703.1
20250120-233802,4,Y,+8781424.8
20250120-233802,4,Z,-3972025.0
20250120-233802,5,X,-14661501.0
20250120-233802,5,Y,-5774004.4
20250120-233802,5,Z,-4557706.4
20250120-233802,6,X,-4980912.3
20250120-233802,6,Y,-5501280.6
20250120-233802,6,Z,+000493.4
20250120-233802,7,X,+038251.3
20250120-233802,7,Y,-1217076.3
20250120-233802,7,Z,-7376512.5
20250120-233803,0,X,-8730905.8
20250120-233803,0,Y,-7416508.2
20250120-233803,0,Z,-6805399.7
20250120-233803,1,X,-7957240.9
20250120-233803,1,Y,-6563366.4
20250120-233803,1,Z,-2398040.5
20250120-233803,2,X,-7152116.2
20250120-233803,2,Y,+7880229.8
20250120-233803,2,Z,+1994300.6
20250120-233803,3,X,-4886049.0
20250120-233803,3,Y,-6932975.9
20250120-233803,3,Z,-6216970.6
20250120-233803,4,X,-3227975.5
20250120-233803,4,Y,+8833889.7
20250120-233803,4,Z,-3980967.8
20250120-233803,5,X,-14646596.2
20250120-233803,5,Y,-5803515.8
20250120-233803,5,Z,-4605997.9
20250120-233803,6,X,-5009529.5
20250120-233803,6,Y,-5513800.6
20250120-233803,6,Z,+000494.6
20250120-233803,7,X,+038251.3
20250120-233803,7,Y,-1135100.0
20250120-233803,7,Z,-7374425.9
20250120-233803,0,X,-8756542.0
20250120-233803,0,Y,-7430220.6
20250120-233803,0,Z,-6784533.0
20250120-233803,1,X,-7985560.0
20250120-233803,1,Y,-6573501.7
20250120-233803,1,Z,-2375981.4
20250120-233803,2,X,-7168213.4
20250120-233803,2,Y,+7869498.3
20250120-233803,2,Z,+2031264.4
20250120-233803,3,X,-4813313.7
20250120-233803,3,Y,-6904060.6
20250120-233803,3,Z,-6225913.5
20250120-233803,4,X,-3213666.9
20250120-233803,4,Y,+8785300.1
20250120-233803,4,Z,-4013758.4
20250120-233803,5,X,-14613805.7
20250120-233803,5,Y,-5767744.4
20250120-233803,5,Z,-4596160.7
20250120-233803,6,X,-5033973.4
20250120-233803,6,Y,-5518570.2
20250120-233803,6,Z,+000495.7
20250120-233803,7,X,+038251.3
20250120-233803,7,Y,-1287128.8
20250120-233803,7,Z,-7371146.8
20250120-233803,0,X,-8724645.8
20250120-233803,0,Y,-7424556.8
20250120-233803,0,Z,-6845344.6
20250120-233803,1,X,-7971549.5
20250120-233803,1,Y,-6602715.0
20250120-233803,1,Z,-2418609.1
20250120-233803,2,X,-7169107.6
20250120-233803,2,Y,+7902885.0
20250120-233803,2,Z,+2042294.0
20250120-233803,3,X,-4848489.0
20250120-233803,3,Y,-6930889.2
20250120-233803,3,Z,-6219951.6
20250120-233803,4,X,-3240495.6
20250120-233803,4,Y,+8740883.8
20250120-233803,4,Z,-4004219.3
20250120-233803,5,X,-14649279.1
20250120-233803,5,Y,-5785630.1
20250120-233803,5,Z,-4576188.3
20250120-233803,6,X,-4966007.6
20250120-233803,6,Y,-5502174.9
20250120-233803,6,Z,+000496.9
20250120-233803,7,X,+038251.3
20250120-233803,7,Y,-1279378.3
20250120-233803,7,Z,-7351174.4
20250120-233803,0,X,-8784563.0
20250120-233803,0,Y,-7468078.7
20250120-233803,0,Z,-6818515.9
20250120-233803,1,X,-7956048.6
20250120-233803,1,Y,-6585425.5
20250120-233803,1,Z,-2381943.3
20250120-233803,2,X,-7127374.2
20250120-233803,2,Y,+7873373.6
20250120-233803,2,Z,+1977011.0
20250120-233803,3,X,-4864884.2
20250120-233803,3,Y,-6912109.2
20250120-233803,3,Z,-6220845.8
20250120-233803,4,X,-3188626.9
20250120-233803,4,Y,+8779338.2
20250120-233803,4,Z,-4015845.0
20250120-233803,5,X,-14608738.1
20250120-233803,5,Y,-5846143.5
20250120-233803,5,Z,-4573803.6
20250120-233803,6,X,-5050964.8
20250120-233803,6,Y,-5507242.5
20250120-233803,6,Z,+000498.1
20250120-233803,7,X,+038251.3
20250120-233803,7,Y,-1231981.1
20250120-233803,7,Z,-7382772.5
20250120-233804,0,X,-8662045.7
20250120-233804,0,Y,-7432903.4
20250120-233804,0,Z,-6823881.7
20250120-233804,1,X,-7996887.7
20250120-233804,1,Y,-6603907.4
20250120-233804,1,Z,-2358393.7
20250120-233804,2,X,-7146452.4
20250120-233804,2,Y,+7888278.4
20250120-233804,2,Z,+2021129.2
20250120-233804,3,X,-4841632.8
20250120-233804,3,Y,-6896906.3
20250120-233804,3,Z,-6239924.0
20250120-233804,4,X,-3232447.0
20250120-233804,4,Y,+8725084.8
20250120-233804,4,Z,-4031644.1
20250120-233804,5,X,-14630797.1
20250120-233804,5,Y,-5781456.8
20250120-233804,5,Z,-4617027.4
20250120-233804,6,X,-4996413.3
20250120-233804,6,Y,-5526916.9
20250120-233804,6,Z,+000499.2
20250120-233804,7,X,+038251.3
20250120-233804,7,Y,-1223336.3
20250120-233804,7,Z,-7375916.3
20250120-233804,0,X,-8726434.4
20250120-233804,0,Y,-7439461.6
20250120-233804,0,Z,-6777676.8
20250120-233804,1,X,-7956644.7
20250120-233804,1,Y,-6592579.8
20250120-233804,1,Z,-2441562.4
20250120-233804,2,X,-7139298.1
20250120-233804,2,Y,+7895730.7
20250120-233804,2,Z,+2044678.7
20250120-233804,3,X,-4809736.5
20250120-233804,3,Y,-6946688.3
20250120-233804,3,Z,-6208623.9
20250120-233804,4,X,-3143018.3
20250120-233804,4,Y,+8741480.0
20250120-233804,4,Z,-3969342.1
20250120-233804,5,X,-14625133.3
20250120-233804,5,Y,-5814843.5
20250120-233804,5,Z,-4589602.6
20250120-233804,6,X,-5001779.0
20250120-233804,6,Y,-5544206.4
20250120-233804,6,Z,+000500.4
20250120-233804,7,X,+038251.3
20250120-233804,7,Y,-1164611.5
20250120-233804,7,Z,-7312123.9
20250120-233804,0,X,-8746406.8
20250120-233804,0,Y,-7388785.3
20250120-233804,0,Z,-6748463.5
20250120-233804,1,X,-7950682.8
20250120-233804,1,Y,-6594368.4
20250120-233804,1,Z,-2338719.4
20250120-233804,2,X,-7149135.2
20250120-233804,2,Y,+7919876.5
20250120-233804,2,Z,+2030370.1
20250120-233804,3,X,-4804072.7
20250120-233804,3,Y,-6936851.2
20250120-233804,3,Z,-6224721.1
20250120-233804,4,X,-3200252.6
20250120-233804,4,Y,+8821369.7
20250120-233804,4,Z,-3939830.6
20250120-233804,5,X,-14648086.7
20250120-233804,5,Y,-5807689.2
20250120-233804,5,Z,-4590198.8
20250120-233804,6,X,-4995817.1
20250120-233804,6,Y,-5527811.1
20250120-233804,6,Z,+000501.5
20250120-233804,7,X,+038251.3
20250120-233804,7,Y,-1337805.1
20250120-233804,7,Z,-7341933.4
20250120-233805,0,X,-8769658.3
20250120-233805,0,Y,-7448702.5
20250120-233805,0,Z,-6772311.1
20250120-233805,1,X,-7942336.2
20250120-233805,1,Y,-6567539.8
20250120-233805,1,Z,-2390886.2
20250120-233805,2,X,-7137807.6
20250120-233805,2,Y,+7948791.8
20250120-233805,2,Z,+2029177.8
20250120-233805,3,X,-4847594.7
20250120-233805,3,Y,-6911214.9
20250120-233805,3,Z,-6253338.3
20250120-233805,4,X,-3221715.5
20250120-233805,4,Y,+8764433.4
20250120-233805,4,Z,-3975304.0
20250120-233805,5,X,-14643317.2
20250120-233805,5,Y,-5825873.0
20250120-233805,5,Z,-4579765.5
20250120-233805,6,X,-4999990.5
20250120-233805,6,Y,-5523339.7
20250120-233805,6,Z,+000502.7
20250120-233805,7,X,+038251.3
20250120-233805,7,Y,-1311572.7
20250120-233805,7,Z,-7383368.7
20250120-233805,0,X,-8721664.8
20250120-233805,0,Y,-7406074.8
20250120-233805,0,Z,-6778273.0
20250120-233805,1,X,-7999570.5
20250120-233805,1,Y,-6616725.5
20250120-233805,1,Z,-2423080.5
20250120-233805,2,X,-7153904.8
20250120-233805,2,Y,+7890365.0
20250120-233805,2,Z,+2021427.3
20250120-233805,3,X,-4835968.9
20250120-233805,3,Y,-7003624.6
20250120-233805,3,Z,-6189247.7
20250120-233805,4,X,-3219927.0
20250120-233805,4,Y,+8805272.5
20250120-233805,4,Z,-3995872.6
20250120-233805,5,X,-14665078.1
20250120-233805,5,Y,-5765955.8
20250120-233805,5,Z,-4580957.9
20250120-233805,6,X,-4970479.0
20250120-233805,6,Y,-5530792.1
20250120-233805,6,Z,+000503.9
20250120-233805,7,X,+038251.3
20250120-233805,7,Y,-1250463.0
20250120-233805,7,Z,-7396186.8
20250120-233805,0,X,-8784563.0
20250120-233805,0,Y,-7406671.0
20250120-233805,0,Z,-6794966.4
20250120-233805,1,X,-8026399.1
20250120-233805,1,Y,-6585425.5
20250120-233805,1,Z,-2414137.6
20250120-233805,2,X,-7155693.3
20250120-233805,2,Y,+7924049.8
20250120-233805,2,Z,+2011888.2
20250120-233805,3,X,-4845806.1
20250120-233805,3,Y,-6967555.0
20250120-233805,3,Z,-6202662.0
20250120-233805,4,X,-3171337.4
20250120-233805,4,Y,+8830610.6
20250120-233805,4,Z,-4025086.0
20250120-233805,5,X,-14627816.2
20250120-233805,5,Y,-5773408.2
20250120-233805,5,Z,-4572611.2
20250120-233805,6,X,-4999096.2
20250120-233805,6,Y,-5538244.5
20250120-233805,6,Z,+000505.0
20250120-233805,7,X,+038251.3
20250120-233805,7,Y,-1183987.7
20250120-233805,7,Z,-7367271.6
20250120-233805,0,X,-8773831.6
20250120-233805,0,Y,-7488945.4
20250120-233805,0,Z,-6788110.2
20250120-233805,1,X,-7945913.3
20250120-233805,1,Y,-6592877.9
20250120-233805,1,Z,-2441860.5
20250120-233805,2,X,-7174175.3
20250120-233805,2,Y,+7911827.9
20250120-233805,2,Z,+2024110.1
20250120-233805,3,X,-4848190.9
20250120-233805,3,Y,-6992893.1
20250120-233805,3,Z,-6216672.5
20250120-233805,4,X,-3229466.0
20250120-233805,4,Y,+8815407.7
20250120-233805,4,Z,-3998257.4
20250120-233805,5,X,-14653750.5
20250120-233805,5,Y,-5794871.1
20250120-233805,5,Z,-4634615.1
20250120-233805,6,X,-5005952.4
20250120-233805,6,Y,-5469980.6
20250120-233805,6,Z,+000506.2
20250120-233805,7,X,+038251.3
20250120-233805,7,Y,-1180410.6
20250120-233805,7,Z,-7347895.3
20250120-233805,0,X,-8750282.0
20250120-233805,0,Y,-7422172.0
20250120-233805,0,Z,-6805697.8
20250120-233805,1,X,-7958135.2
20250120-233805,1,Y,-6602715.0
20250120-233805,1,Z,-2345873.7
20250120-233805,2,X,-7136019.0
20250120-233805,2,Y,+7895730.7
20250120-233805,2,Z,+2022917.7
20250120-233805,3,X,-4836863.2
20250120-233805,3,Y,-6988719.8
20250120-233805,3,Z,-6202960.1
20250120-233805,4,X,-3204724.1
20250120-233805,4,Y,+8848794.5
20250120-233805,4,Z,-3920454.4
20250120-233805,5,X,-14623642.8
20250120-233805,5,Y,-5831238.7
20250120-233805,5,Z,-4581256.0
20250120-233805,6,X,-4991345.7
20250120-233805,6,Y,-5492039.7
20250120-233805,6,Z,+000507.4
20250120-233805,7,X,+038251.3
20250120-233805,7,Y,-1278484.0
20250120-233805,7,Z,-7369060.1
20250120-233806,0,X,-8765186.8
20250120-233806,0,Y,-7421277.7
20250120-233806,0,Z,-6787514.0
20250120-233806,1,X,-7981684.8
20250120-233806,1,Y,-6561279.7
20250120-233806,1,Z,-2422484.3
20250120-233806,2,X,-7169405.7
20250120-233806,2,Y,+7896625.0
20250120-233806,2,Z,+1988636.7
20250120-233806,3,X,-4833882.3
20250120-233806,3,Y,-6913301.6
20250120-233806,3,Z,-6206835.3
20250120-233806,4,X,-3221417.4
20250120-233806,4,Y,+8790665.8
20250120-233806,4,Z,-3977390.7
20250120-233806,5,X,-14644211.5
20250120-233806,5,Y,-5780264.4
20250120-233806,5,Z,-4630143.7
20250120-233806,6,X,-5004760.0
20250120-233806,6,Y,-5566861.7
20250120-233806,6,Z,+000508.5
20250120-233806,7,X,+038251.3
20250120-233806,7,Y,-1343468.9
20250120-233806,7,Z,-7379791.6
20250120-233806,0,X,-8741935.4
20250120-233806,0,Y,-7420085.3
20250120-233806,0,Z,-6832228.3
20250120-233806,1,X,-7962010.5
20250120-233806,1,Y,-6578867.4
20250120-233806,1,Z,-2406387.1
20250120-233806,2,X,-7142279.0
20250120-233806,2,Y,+7907952.7
20250120-233806,2,Z,+2045274.9
20250120-233806,3,X,-4877106.1
20250120-233806,3,Y,-6923734.9
20250120-233806,3,Z,-6242010.6
20250120-233806,4,X,-3257188.9
20250120-233806,4,Y,+8792454.4
20250120-233806,4,Z,-3979179.3
20250120-233806,5,X,-14627220.0
20250120-233806,5,Y,-5780264.4
20250120-233806,5,Z,-4542205.4
20250120-233806,6,X,-4995519.0
20250120-233806,6,Y,-5537946.4
20250120-233806,6,Z,+000509.7
20250120-233806,7,X,+038251.3
20250120-233806,7,Y,-1269243.1
20250120-233806,7,Z,-7378301.1
20250120-233806,0,X,-8734184.9
20250120-233806,0,Y,-7441548.2
20250120-233806,0,Z,-6790345.9
20250120-233806,1,X,-7968419.5
20250120-233806,1,Y,-6541158.3
20250120-233806,1,Z,-2416522.4
20250120-233806,2,X,-7155991.4
20250120-233806,2,Y,+7918237.0
20250120-233806,2,Z,+1992810.1
20250120-233806,3,X,-4869504.7
20250120-233806,3,Y,-6944601.6
20250120-233806,3,Z,-6215182.0
20250120-233806,4,X,-3228422.7
20250120-233806,4,Y,+8794839.1
20250120-233806,4,Z,-3952499.7
20250120-233806,5,X,-14642124.8
20250120-233806,5,Y,-5778475.8
20250120-233806,5,Z,-4564562.6
20250120-233806,6,X,-4992240.0
20250120-233806,6,Y,-5518272.1
20250120-233806,6,Z,+000511.4
20250120-233806,7,X,+038251.3
20250120-233806,7,Y,-1197700.1
20250120-233806,7,Z,-7367569.7
20250120-233807,0,X,-8699307.7
20250120-233807,0,Y,-7442144.4
20250120-233807,0,Z,-6790196.9
20250120-233807,1,X,-7942634.2
20250120-233807,1,Y,-6575588.3
20250120-233807,1,Z,-2392674.7
20250120-233807,2,X,-7154202.9
20250120-233807,2,Y,+7912126.0
20250120-233807,2,Z,+2051534.9
20250120-233807,3,X,-4873529.0
20250120-233807,3,Y,-6967853.1
20250120-233807,3,Z,-6235452.5
20250120-233807,4,X,-3185944.0
20250120-233807,4,Y,+8759663.9
20250120-233807,4,Z,-3961293.5
20250120-233807,5,X,-14691906.8
20250120-233807,5,Y,-5816035.9
20250120-233807,5,Z,-4605699.8
20250120-233807,6,X,-4970479.0
20250120-233807,6,Y,-5523637.8
20250120-233807,6,Z,+000513.2
20250120-233807,7,X,+038251.3
20250120-233807,7,Y,-1345555.6
20250120-233807,7,Z,-7342529.6
20250120-233807,0,X,-8761311.6
20250120-233807,0,Y,-7451087.3
20250120-233807,0,Z,-6772609.2
20250120-233807,1,X,-7948000.0
20250120-233807,1,Y,-6583338.8
20250120-233807,1,Z,-2393569.0
20250120-233807,2,X,-7129460.9
20250120-233807,2,Y,+7879037.4
20250120-233807,2,Z,+2034543.5
20250120-233807,3,X,-4885750.9
20250120-233807,3,Y,-6920754.0
20250120-233807,3,Z,-6185074.4
20250120-233807,4,X,-3204724.1
20250120-233807,4,Y,+8808551.5
20250120-233807,4,Z,-3966361.1
20250120-233807,5,X,-14643317.2
20250120-233807,5,Y,-5807391.1
20250120-233807,5,Z,-4561879.7
20250120-233807,6,X,-5012212.4
20250120-233807,6,Y,-5533773.1
20250120-233807,6,Z,+000514.4
20250120-233807,7,X,+038251.3
20250120-233807,7,Y,-1247780.2
20250120-233807,7,Z,-7344318.2
20250120-233807,0,X,-8697519.1
20250120-233807,0,Y,-7408012.5
20250120-233807,0,Z,-6793475.9
20250120-233807,1,X,-7967674.3
20250120-233807,1,Y,-6573501.7
20250120-233807,1,Z,-2384775.2
20250120-233807,2,X,-7131696.6
20250120-233807,2,Y,+7914212.7
20250120-233807,2,Z,+2015614.4
20250120-233807,3,X,-4870697.1
20250120-233807,3,Y,-6930442.1
20250120-233807,3,Z,-6240818.3
20250120-233807,4,X,-3183708.3
20250120-233807,4,Y,+8766818.1
20250120-233807,4,Z,-4010628.4
20250120-233807,5,X,-14646745.3
20250120-233807,5,Y,-5783841.5
20250120-233807,5,Z,-4579020.2
20250120-233807,6,X,-4994475.7
20250120-233807,6,Y,-5477433.0
20250120-233807,6,Z,+000516.1
20250120-233807,7,X,+038251.3
20250120-233807,7,Y,-1244501.1
20250120-233807,7,Z,-7368762.0
20250120-233808,0,X,-8591098.9
20250120-233808,0,Y,-7383717.7
20250120-233808,0,Z,-6776782.5
20250120-233808,1,X,-7963799.0
20250120-233808,1,Y,-6573501.7
20250120-233808,1,Z,-2424571.0
20250120-233808,2,X,-7134230.4
20250120-233808,2,Y,+7915703.2
20250120-233808,2,Z,+2053025.4
20250120-233808,3,X,-4870846.1
20250120-233808,3,Y,-6991402.7
20250120-233808,3,Z,-6216970.6
20250120-233808,4,X,-3165375.4
20250120-233808,4,Y,+8819879.2
20250120-233808,4,Z,-3978881.2
20250120-233808,5,X,-14630499.0
20250120-233808,5,Y,-5790399.6
20250120-233808,5,Z,-4586323.6
20250120-233808,6,X,-4998201.9
20250120-233808,6,Y,-5573717.9
20250120-233808,6,Z,+000517.8
20250120-233808,7,X,+038251.3
20250120-233808,7,Y,-1180410.6
20250120-233808,7,Z,-7395888.7
20250120-233808,0,X,-8767869.7
20250120-233808,0,Y,-7367620.5
20250120-233808,0,Z,-6774397.8
20250120-233808,1,X,-7956942.8
20250120-233808,1,Y,-6573799.8
20250120-233808,1,Z,-2355412.8
20250120-233808,2,X,-7126181.9
20250120-233808,2,Y,+7970850.9
20250120-233808,2,Z,+1991021.5
20250120-233808,3,X,-4851171.8
20250120-233808,3,Y,-6946390.2
20250120-233808,3,Z,-6234558.2
20250120-233808,4,X,-3215455.5
20250120-233808,4,Y,+8834187.8
20250120-233808,4,Z,-3996468.8
20250120-233808,5,X,-14631393.3
20250120-233808,5,Y,-5797255.8
20250120-233808,5,Z,-4574697.9
20250120-233808,6,X,-5018174.3
20250120-233808,6,Y,-5545398.8
20250120-233808,6,Z,+000519.0
20250120-233808,7,X,+038251.3
20250120-233808,7,Y,-1309187.9
20250120-233808,7,Z,-7399764.0
20250120-233808,0,X,-8778004.9
20250120-233808,0,Y,-7391021.0
20250120-233808,0,Z,-6797053.1
20250120-233808,1,X,-7979598.1
20250120-233808,1,Y,-6574246.9
20250120-233808,1,Z,-2412498.1
20250120-233808,2,X,-7128417.6
20250120-233808,2,Y,+7889917.9
20250120-233808,2,Z,+2042144.9
20250120-233808,3,X,-4810332.7
20250120-233808,3,Y,-6926715.9
20250120-233808,3,Z,-6259449.2
20250120-233808,4,X,-3200401.7
20250120-233808,4,Y,+8792603.4
20250120-233808,4,Z,-3952201.6
20250120-233808,5,X,-14634523.3
20250120-233808,5,Y,-5802174.4
20250120-233808,5,Z,-4575443.1
20250120-233808,6,X,-5018025.3
20250120-233808,6,Y,-5541076.4
20250120-233808,6,Z,+000520.8
20250120-233808,7,X,+038251.3
20250120-233808,7,Y,-1275950.2
20250120-233808,7,Z,-7392460.6
20250120-233809,0,X,-8785159.2
20250120-233809,0,Y,-7417700.6
20250120-233809,0,Z,-6796456.9
20250120-233809,1,X,-7962308.6
20250120-233809,1,Y,-6599734.1
20250120-233809,1,Z,-2360480.4
20250120-233809,2,X,-7158376.2
20250120-233809,2,Y,+7918386.0
20250120-233809,2,Z,+2021725.4
20250120-233809,3,X,-4740876.4
20250120-233809,3,Y,-6941322.6
20250120-233809,3,Z,-6252742.1
20250120-233809,4,X,-3159115.4
20250120-233809,4,Y,+8817494.4
20250120-233809,4,Z,-3965466.9
20250120-233809,5,X,-14678790.6
20250120-233809,5,Y,-5783245.3
20250120-233809,5,Z,-4572909.3
20250120-233809,6,X,-4972565.7
20250120-233809,6,Y,-5501578.7
20250120-233809,6,Z,+000522.5
20250120-233809,7,X,+038251.3
20250120-233809,7,Y,-1235558.3
20250120-233809,7,Z,-7434641.2
20250120-233809,0,X,-8713318.2
20250120-233809,0,Y,-7420383.4
20250120-233809,0,Z,-6785725.4
20250120-233809,1,X,-7969462.9
20250120-233809,1,Y,-6625072.2
20250120-233809,1,Z,-2443351.0
20250120-233809,2,X,-7173579.1
20250120-233809,2,Y,+7927030.8
20250120-233809,2,Z,+2042294.0
20250120-233809,3,X,-4702422.1
20250120-233809,3,Y,-6958015.9
20250120-233809,3,Z,-6215778.2
20250120-233809,4,X,-3244668.9
20250120-233809,4,Y,+8796031.5
20250120-233809,4,Z,-3941023.0
20250120-233809,5,X,-14659712.4
20250120-233809,5,Y,-5758503.4
20250120-233809,5,Z,-4566649.3
20250120-233809,6,X,-5003865.7
20250120-233809,6,Y,-5567756.0
20250120-233809,6,Z,+000523.7
20250120-233809,7,X,+038251.3
20250120-233809,7,Y,-1171467.7
20250120-233809,7,Z,-7377406.8
20250120-233809,0,X,-8680825.7
20250120-233809,0,Y,-7422768.2
20250120-233809,0,Z,-6801822.6
20250120-233809,1,X,-7951279.0
20250120-233809,1,Y,-6573799.8
20250120-233809,1,Z,-2356307.1
20250120-233809,2,X,-7157481.9
20250120-233809,2,Y,+7879335.5
20250120-233809,2,Z,+2033351.1
20250120-233809,3,X,-4684238.2
20250120-233809,3,Y,-6966064.5
20250120-233809,3,Z,-6213095.4
20250120-233809,4,X,-3175808.8
20250120-233809,4,Y,+8788579.1
20250120-233809,4,Z,-3998555.5
20250120-233809,5,X,-14617680.9
20250120-233809,5,Y,-5794274.9
20250120-233809,5,Z,-4548167.3
20250120-233809,6,X,-4971075.2
20250120-233809,6,Y,-5521551.1
20250120-233809,6,Z,+000524.8
20250120-233809,7,X,+038251.3
20250120-233809,7,Y,-1329756.5
20250120-233809,7,Z,-7407216.4
20250120-233810,0,X,-8590800.8
20250120-233810,0,Y,-7421575.8
20250120-233810,0,Z,-6791985.4
20250120-233810,1,X,-7949192.4
20250120-233810,1,Y,-6588108.4
20250120-233810,1,Z,-2416522.4
20250120-233810,2,X,-7123499.0
20250120-233810,2,Y,+7887682.2
20250120-233810,2,Z,+2005032.0
20250120-233810,3,X,-4722990.7
20250120-233810,3,Y,-6913003.5
20250120-233810,3,Z,-6216970.6
20250120-233810,4,X,-3239303.2
20250120-233810,4,Y,+8725084.8
20250120-233810,4,Z,-3975005.9
20250120-233810,5,X,-14630499.0
20250120-233810,5,Y,-5799640.6
20250120-233810,5,Z,-4565158.8
20250120-233810,6,X,-5012212.4
20250120-233810,6,Y,-5520358.7
20250120-233810,6,Z,+000526.0
20250120-233810,7,X,+038251.3
20250120-233810,7,Y,-1285340.2
20250120-233810,7,Z,-7418544.0
20250120-233810,0,X,-8702288.6
20250120-233810,0,Y,-7490137.8
20250120-233810,0,Z,-6762474.0
20250120-233810,1,X,-7942038.1
20250120-233810,1,Y,-6607782.7
20250120-233810,1,Z,-2406983.3
20250120-233810,2,X,-7135422.8
20250120-233810,2,Y,+7888576.4
20250120-233810,2,Z,+2074786.4
20250120-233810,3,X,-4723288.8
20250120-233810,3,Y,-6974709.3
20250120-233810,3,Z,-6212201.1
20250120-233810,4,X,-3179684.0
20250120-233810,4,Y,+8797522.0
20250120-233810,4,Z,-3963380.2
20250120-233810,5,X,-14634374.3
20250120-233810,5,Y,-5775792.9
20250120-233810,5,Z,-4549657.8
20250120-233810,6,X,-5005654.3
20250120-233810,6,Y,-5495020.6
20250120-233810,6,Z,+000527.2
20250120-233810,7,X,+038251.3
20250120-233810,7,Y,-1296667.9
20250120-233810,7,Z,-7406024.0
20250120-233810,0,X,-8749983.9
20250120-233810,0,Y,-7473146.4
20250120-233810,0,Z,-6768137.8
20250120-233810,1,X,-8003743.9
20250120-233810,1,Y,-6569924.5
20250120-233810,1,Z,-2370913.8
20250120-233810,2,X,-7143471.4
20250120-233810,2,Y,+7887384.1
20250120-233810,2,Z,+1992512.0
20250120-233810,3,X,-4711961.1
20250120-233810,3,Y,-6985738.8
20250120-233810,3,Z,-6180304.8
20250120-233810,4,X,-3197569.8
20250120-233810,4,Y,+8808551.5
20250120-233810,4,Z,-4012566.0
20250120-233810,5,X,-14614998.1
20250120-233810,5,Y,-5812756.8
20250120-233810,5,Z,-4587217.9
20250120-233810,6,X,-4966901.8
20250120-233810,6,Y,-5496809.2
20250120-233810,6,Z,+000528.3
20250120-233810,7,X,+038251.3
20250120-233810,7,Y,-1226019.2
20250120-233810,7,Z,-7436131.7
20250120-233810,0,X,-8760715.4
20250120-233810,0,Y,-7443038.7
20250120-233810,0,Z,-6794370.2
20250120-233810,1,X,-7910738.0
20250120-233810,1,Y,-6540413.0
20250120-233810,1,Z,-2431129.1
20250120-233810,2,X,-7173579.1
20250120-233810,2,Y,+7879335.5
20250120-233810,2,Z,+2048852.1
20250120-233810,3,X,-4713153.5
20250120-233810,3,Y,-6960996.9
20250120-233810,3,Z,-6180901.0
20250120-233810,4,X,-3171337.4
20250120-233810,4,Y,+8757577.2
20250120-233810,4,Z,-3990208.8
20250120-233810,5,X,-14665674.3
20250120-233810,5,Y,-5772812.0
20250120-233810,5,Z,-4563370.2
20250120-233810,6,X,-5028011.5
20250120-233810,6,Y,-5515887.3
20250120-233810,6,Z,+000529.5
20250120-233810,7,X,+038251.3
20250120-233810,7,Y,-1192632.5
20250120-233810,7,Z,-7362502.0
20250120-233811,0,X,-8730011.5
20250120-233811,0,Y,-7410844.4
20250120-233811,0,Z,-6798543.5
20250120-233811,1,X,-7987348.6
20250120-233811,1,Y,-6573799.8
20250120-233811,1,Z,-2384030.0
20250120-233811,2,X,-7141682.8
20250120-233811,2,Y,+7929117.5
20250120-233811,2,Z,+2051236.8
20250120-233811,3,X,-4758762.2
20250120-233811,3,Y,-6937447.3
20250120-233811,3,Z,-6218461.1
20250120-233811,4,X,-3193396.4
20250120-233811,4,Y,+8786790.6
20250120-233811,4,Z,-3992891.7
20250120-233811,5,X,-14639740.0
20250120-233811,5,Y,-5793082.5
20250120-233811,5,Z,-4554725.4
20250120-233811,6,X,-4986874.3
20250120-233811,6,Y,-5561496.0
20250120-233811,6,Z,+000530.7
20250120-233811,7,X,+038251.3
20250120-233811,7,Y,-1324092.7
20250120-233811,7,Z,-7381878.3
20250120-233811,0,X,-8698413.4
20250120-233811,0,Y,-7398324.3
20250120-233811,0,Z,-6807486.4
20250120-233811,1,X,-8001359.1
20250120-233811,1,Y,-6575588.3
20250120-233811,1,Z,-2390290.0
20250120-233811,2,X,-7181329.6
20250120-233811,2,Y,+7899307.9
20250120-233811,2,Z,+2061968.3
20250120-233811,3,X,-4741472.6
20250120-233811,3,Y,-6920157.8
